author,author-pid,top_venue_count,total_weight,closeness_centrality,normalized_degree_centrality
Suiping Zhou,22/2383,0,212,0.31155177840730247,0.021601793356429592
Stephen John Turner,t/StephenJohnTurner,0,369,0.31697944021008134,0.03759934787038924
Heiko Aydt,1432634,0,75,0.28403351698806245,0.007642143876095374
Yinxing Xue,73/7055,0,146,0.28826887232059645,0.014876706745465661
Tian Huat Tan,2908122,0,78,0.28476897404913976,0.00794782963113919
Jun Sun 0001,s/JunSun1,0,549,0.3046288317124215,0.055940493173018135
Malcolm Yoke-Hean Low,l/MalcolmYokeHeanLow,0,252,0.3033683758850032,0.025677603423680456
Boon-Ping Gan,20/4420,0,94,0.2621917300203968,0.009578153658039535
Dan Chen 0001,80/1035-1,0,70,0.2820103709613083,0.007132667617689016
Mahinthan Chandramohan,45/8423,0,66,0.2896777781029588,0.006725086610963929
David Sun,36/1075,0,69,0.25722453222453223,0.007030772366007744
David Chen 0002,25/3482-2,0,83,0.26433435705701697,0.008457305889545547
Haifeng Shen,39/4885,0,97,0.2730859428886743,0.00988383941308335
Terence Hung,23/6574,0,79,0.3023859713439037,0.00804972488282046
Wen-Jing Hsu,26/4850,0,111,0.28984743330697826,0.011310372936621153
Min Wu 0008,16/0-8,0,106,0.30619315721091384,0.010800896678214796
Haihong Zhang,43/3254,0,168,0.29245952015128235,0.017118402282453638
Guang-Bin Huang,95/5912,0,77,0.3181613629058181,0.007845934379457917
Van Tung Pham,148/9588,0,202,0.2761256486079339,0.020582840839616874
Chenglin Xu,125/2814,0,148,0.27882475562691905,0.015080497248828205
Wei Rao,68/2031,0,119,0.2647869238383136,0.012125534950071327
Haizhou Li 0001,36/4118,0,828,0.3179875991904135,0.08436926839209292
Haihua Xu,26/1181,0,316,0.2672029803201684,0.03219889953128184
Yerbolat Khassanov,142/3161,0,66,0.2610714003112389,0.006725086610963929
Chongjia Ni,48/9230,0,139,0.26499250374812594,0.01416343998369676
Bin Ma,70/6176,0,331,0.3032011027722469,0.033727328306500916
Cheung-Chi Leung,15/2133,0,106,0.2663401770578263,0.010800896678214796
Xiaohai Tian,153/0728,0,89,0.297442678126033,0.009068677399633178
Kong-Aik Lee,35/4621,0,129,0.2649641289217261,0.013144487466884043
Ville Hautamäki,75/5713,0,64,0.26473734888199424,0.0065212961076013855
Tomi Kinnunen,94/4754,0,93,0.2647940074906367,0.009476258406358264
Hanwu Sun,22/1460,0,118,0.26975172376202544,0.012023639698390055
Anthony Larcher,44/5405,0,69,0.26474442988204455,0.007030772366007744
Trung Ngo Trong,176/5378,0,64,0.26473734888199424,0.0065212961076013855
Tran Huy Dat,350390,0,66,0.27614105568574937,0.006725086610963929
Ivan Kukanov,173/6521,0,64,0.26473734888199424,0.0065212961076013855
Lei Xie 0001,70/1741-1,0,139,0.2640734219091831,0.01416343998369676
Xiong Xiao,96/6014,0,406,0.28637560396956285,0.04136947218259629
Nancy F. Chen,84/8761,0,86,0.27987332466210485,0.008762991644589362
Zhizheng Wu,29/8054,0,73,0.2591574372267169,0.007438353372732831
Van Hai Do,125/2874,0,72,0.2643979057591623,0.007336458121051559
Sunil Sivadas,73/9244,0,71,0.2649428517893948,0.0072345628693702875
Minghui Dong,32/6402,0,72,0.299603474891788,0.007336458121051559
Lei Wang 0020,w/LeiWang20,0,108,0.26642620656240745,0.011004687181577339
Hang Lv 0001,35/9853-1,0,65,0.26313970490495814,0.006623191359282657
Soujanya Poria,116/4904,0,296,0.28876506111970124,0.03016099449765641
Alexander F. Gelbukh,g/AlexanderFGelbukh,0,112,0.27419801651061,0.011412268188302425
Rong Tong,09/1880,0,67,0.2674484584830717,0.006826981862645201
Adrian David Cheok,c/AdrianDavidCheok,0,221,0.2679988086535077,0.022518850621561035
Shengchao Qin,q/ShengchaoQin,0,63,0.283903166590179,0.006419400855920114
See-Kiong Ng,00/5480,0,65,0.3266235480464625,0.006623191359282657
Dilip K. Prasad,93/8841,0,65,0.26438378118489236,0.006623191359282657
Wei Zhang 0012,10/4661-12,0,178,0.2938312652140355,0.018137354799266356
Bertil Schmidt,80/1737,0,92,0.26934799172744095,0.009374363154676992
Victor C. M. Leung,36/4847,0,68,0.3351732078155159,0.006928877114326473
Jiawen Kang,145/4239,0,144,0.30334978086977843,0.014672916242103118
Zehui Xiong,174/9863,0,442,0.3196408964670929,0.04503770124312207
Dong In Kim,86/1369,0,523,0.30035807489227406,0.053291216629305076
Nguyen Cong Luong,173/5360,0,184,0.3097093150599205,0.018748726309353984
Yang Zhang 0025,06/6785-25,0,163,0.3028393097540081,0.01660892602404728
Wei Yang Bryan Lim,249/5315,0,108,0.301501721039325,0.011004687181577339
Shaohan Feng,199/1893,0,165,0.26852957135105804,0.016812716527409823
Xiao Lu 0001,37/4424-1,0,230,0.27064420868423933,0.02343590788669248
Ping Wang 0001,37/1304-1,0,1044,0.32709847984137475,0.10637864275524761
Ekram Hossain,45/1224,0,240,0.2691795164667809,0.024454860403505196
Dinh Thai Hoang,37/8852,0,391,0.3082816831220606,0.039841043407377215
Diep N. Nguyen,95/10112,0,81,0.2673184432981338,0.008253515386183003
Eryk Dutkiewicz,71/2764,0,81,0.2673184432981338,0.008253515386183003
Zhu Han,83/514,0,598,0.29180424528301885,0.06093336050540045
Choong Seon Hong,73/1778,0,71,0.2738793580520199,0.0072345628693702875
Shimin Gong,92/3836,0,172,0.2686534755584507,0.017525983289178725
Yang Liu 0165,51/3710-165,0,158,0.31664480629578684,0.01609944976564092
Yuze Zou,172/5484,0,84,0.2680786522940252,0.008559201141226819
Jing Xu 0005,07/1951-5,0,85,0.2677450768231984,0.00866109639290809
Mohammad Abu Alsheikh,146/0878,0,124,0.2684494589243579,0.012635011208477685
Hai Jiang 0001,15/5983-1,0,64,0.26893085178644205,0.0065212961076013855
Yong Xiao,28/6937,0,83,0.2673328831870358,0.008457305889545547
Nguyen H. Tran,03/1312,0,80,0.26736898973527823,0.008151620134501733
Wenbo Wang 0004,28/4847-4,0,107,0.2845561177552898,0.010902791929896067
Nicolas Privault,83/9836,0,67,0.26722462203023756,0.006826981862645201
Mehdi Bennis,630289,0,88,0.27988123851265373,0.008966782147951905
Siwei Jiang,1095942,0,86,0.3147818343722173,0.008762991644589362
Shaowei Lin,00/1006,0,63,0.26722462203023756,0.006419400855920114
Hwee Pink Tan,43/4600,0,70,0.26724626724626727,0.007132667617689016
Haiyun Peng,201/5229,0,67,0.258967583265744,0.006826981862645201
Amir Hussain,1779523,0,178,0.27059981409590467,0.018137354799266356
Navonil Majumder,198/3608,0,90,0.25680408893962586,0.009170572651314449
Rodolfo Zunino,23/3610,0,64,0.3002214201219327,0.0065212961076013855
Iti Chaturvedi,68/6526,0,88,0.3025800929322573,0.008966782147951905
