author,author-pid,top_venue_count,total_weight,closeness_centrality,normalized_degree_centrality
Devamanyu Hazarika,188/5874,0,100,0.26002206693637364,0.010189525168127165
Jie Fu,16/7565,0,72,0.31331708397961444,0.007336458121051559
Meng-Hiot Lim,43/5957,0,164,0.32021999352960206,0.016710821275728552
Zhuo Zhang 0001,16/1234-1,0,150,0.30234902404007696,0.015284287752190748
Kai Keng Ang,8980,0,393,0.2932827639337462,0.040044833910739756
Ngan Meng Tan,51/1764,0,77,0.2777918105020909,0.007845934379457917
Jiang Liu 0001,23/108-1,0,70,0.28104148329026946,0.007132667617689016
Tien Yin Wong,69/6707,0,105,0.28114525933079587,0.010699001426533523
Kok Soon Phua,73/9801,0,125,0.27993664800045254,0.012736906460158957
Lei Zhang 0006,64/5666-6,0,88,0.2914262159934048,0.008966782147951905
Chuanchu Wang,40/3865,0,142,0.2726120965076567,0.014469125738740575
Zhongkang Lu,224657,0,241,0.29231269011547206,0.024556755655186467
Tomás E. Ward,45/5296,0,78,0.2640381999093019,0.00794782963113919
Kay Chen Tan,t/KayChenTan,0,121,0.2938138209451437,0.01232932545343387
Shi-Qing Xin,72/3380,0,152,0.2632656860919754,0.015488078255553291
Hong Qin,79/627,0,128,0.2716245883644347,0.013042592215202771
Zhongke Wu,60/657,0,88,0.3141922991461131,0.008966782147951905
Feng Li 0002,92/2954-2,0,66,0.26203902258226774,0.006725086610963929
Xianfeng Gu,g/XianfengGu,0,118,0.27750364472356176,0.012023639698390055
Feng Tian 0006,78/3204-6,0,82,0.2893306050862321,0.008355410637864276
Alvis Cheuk M. Fong,62/6025,0,100,0.26807139181539963,0.010189525168127165
Schubert Foo,f/SchubertFoo,0,65,0.2738642023130983,0.006623191359282657
David Zhang 0001,z/DavidZhang,0,90,0.22312391515069543,0.009170572651314449
Jie Zheng 0002,94/190-2,0,94,0.28554943311311776,0.009578153658039535
Damon Wing Kee Wong,20/5565,0,71,0.27638780297107113,0.0072345628693702875
Geok See Ng,n/GeokSeeNg,0,84,0.3004492472073822,0.008559201141226819
Chao Li,66/190,0,72,0.2974605559729527,0.007336458121051559
Feng Li 0008,92/2954-8,0,71,0.2756795900178253,0.0072345628693702875
Li Wang 0041,58/6810-41,0,68,0.2739096745627629,0.006928877114326473
Ming Gu 0001,76/2502-1,0,76,0.25626553438276717,0.0077440391277766455
Jiaguang Sun 0001,s/JiaGuangSun-1,0,76,0.25781412794332154,0.0077440391277766455
Siu Leung Chung,76/393,0,86,0.25759271307742354,0.008762991644589362
Guiyuan Jiang,32/10216,0,111,0.25110355675072304,0.011310372936621153
Jigang Wu,21/1136,0,200,0.26710924006908465,0.02037905033625433
Heechul Bae,218/3589,0,70,0.23278457196613359,0.007132667617689016
Eoin Brophy,232/2312,0,70,0.23278457196613359,0.007132667617689016
Rosa H. M. Chan,86/7576,0,70,0.23278457196613359,0.007132667617689016
Baoquan Chen,23/4197,0,70,0.23278457196613359,0.007132667617689016
Fan Feng,13/7763,0,70,0.23278457196613359,0.007132667617689016
Gabriele Graffieti,264/0161,0,70,0.23278457196613359,0.007132667617689016
Vidit Goel,264/0146,0,70,0.23278457196613359,0.007132667617689016
Xinyue Hao,254/1162,0,70,0.23278457196613359,0.007132667617689016
Hyonyoung Han,30/7164,0,70,0.23278457196613359,0.007132667617689016
Sathursan Kanagarajah,264/0168,0,74,0.2327900468026059,0.007540248624414102
Somesh Kumar,35/111,0,70,0.23278457196613359,0.007132667617689016
Tin Lun Lam,41/7736,0,70,0.23278457196613359,0.007132667617689016
Chuanlin Lan,254/1041,0,70,0.23278457196613359,0.007132667617689016
Vincenzo Lomonaco 0001,157/5127-1,0,70,0.23278457196613359,0.007132667617689016
Liang Ma,83/5831,0,70,0.23278457196613359,0.007132667617689016
Davide Maltoni,89/6473,0,70,0.23278457196613359,0.007132667617689016
German Ignacio Parisi,139/5833,0,70,0.23278457196613359,0.007132667617689016
Lorenzo Pellegrini,244/9896,0,70,0.23278457196613359,0.007132667617689016
Duvindu Piyasena,228/2441,0,82,0.23280099724815956,0.008355410637864276
Qi She,171/7773,0,70,0.23278457196613359,0.007132667617689016
Debdoot Sheet,120/3909,0,70,0.23278457196613359,0.007132667617689016
Soonyong Song,19/10892,0,70,0.23278457196613359,0.007132667617689016
Youngsung Son,46/5636,0,70,0.23278457196613359,0.007132667617689016
Zhengwei Wang,161/8313,0,70,0.23278457196613359,0.007132667617689016
Jianwen Wu,216/4699,0,70,0.23278457196613359,0.007132667617689016
Di Xie,38/7733,0,70,0.23278457196613359,0.007132667617689016
Yangsheng Xu,34/5276,0,70,0.23278457196613359,0.007132667617689016
Lin Yang,20/2970,0,76,0.2404995626397123,0.0077440391277766455
Qihan Yang,236/6119,0,70,0.23278457196613359,0.007132667617689016
Qiaoyong Zhong,137/5944,0,70,0.23278457196613359,0.007132667617689016
Liguang Zhou,216/8298,0,70,0.23278457196613359,0.007132667617689016
Yaochu Jin,j/YaochuJin,0,125,0.2994675057485175,0.012736906460158957
Abhik Banerjee,305496,0,63,0.2766968578776697,0.006419400855920114
Hengjie Song,65/657,0,65,0.3124467312730831,0.006623191359282657
Teck Meng Lim,62/411,0,73,0.2768284156062089,0.007438353372732831
Pengfei Zhou,116/0674,0,77,0.2621917300203968,0.007845934379457917
Zhenjiang Li,35/203,0,163,0.2746240497197714,0.01660892602404728
Yuanqing Zheng,2935668,0,88,0.24265156529626633,0.008966782147951905
Yunhao Liu,27/2403,0,182,0.2639748239812247,0.018544935805991442
Xiang-Yang Li 0001,l/XiangYangLi,0,69,0.24080381471389645,0.007030772366007744
Haijun Wang,46/1165,0,67,0.2671741301589872,0.006826981862645201
Hongxu Chen,147/5824,0,93,0.28654970760233917,0.009476258406358264
Jin Song Dong,33/6517,0,433,0.288967389717689,0.04412064397799063
Sen Chen,180/8218,0,167,0.2753881253130043,0.017016507030772367
Guozhu Meng,134/8681,0,157,0.2818818704790112,0.01599755451395965
Hesuan Hu,96/7595,0,69,0.2593068035943517,0.007030772366007744
David Sanán,22/111,0,96,0.26269971866871916,0.009781944161402078
Ting Su,42/6896,0,133,0.26903318746432553,0.01355206847360913
Yuekang Li,204/3729,0,77,0.26783201645199695,0.007845934379457917
Étienne André,49/2992,0,72,0.259367957654211,0.007336458121051559
Fuyuan Zhang,2095611,0,96,0.26319568165501106,0.009781944161402078
Bihuan Chen 0001,61/9197,0,141,0.28481813996316757,0.014367230487059303
Jinjian Wu,2248435,0,120,0.2848755216577925,0.012227430201752598
Leida Li,92/6630,0,109,0.2843925985518906,0.01110658243325861
Ke Gu 0001,13/9079-1,0,197,0.2918730832743572,0.020073364581210517
Feng Shao,83/820,0,80,0.278887605308388,0.008151620134501733
Gangyi Jiang,69/1799,0,80,0.278887605308388,0.008151620134501733
Xinfeng Zhang,2092080,0,105,0.2793914246196404,0.010699001426533523
Siwei Ma,40/5402,0,138,0.3090324393518374,0.014061544732015489
Zhou Wang,28/2295,0,72,0.302109086469493,0.007336458121051559
Ling Shao 0001,75/1281,0,88,0.3112970184928922,0.008966782147951905
Ee Ping Ong,o/EePingOng,0,225,0.2835615653469318,0.02292643162828612
Susu Yao,89/3136,0,202,0.27997623964020024,0.020582840839616874
Xiao Lin 0001,09/1280-1,0,71,0.2799128983908826,0.0072345628693702875
Nan Guan,45/5411,0,128,0.27858932139942016,0.013042592215202771
Mengquan Li,172/2695,0,106,0.259137082417007,0.010800896678214796
Lei Yang 0018,50/2484-18,0,111,0.2611196116709756,0.011310372936621153
Yaoyao Ye,55/7960,0,126,0.24483031562283566,0.012838801711840228
Edwin Hsing-Mean Sha,27/2376,0,111,0.2878915680172188,0.011310372936621153
Duo Liu,91/620,0,85,0.24596804254367435,0.00866109639290809
Jiang Xu 0001,20/4396-1,0,144,0.2390070750730447,0.014672916242103118
Xuan Wang 0001,34/4799-1,0,80,0.23890323670681374,0.008151620134501733
Xiaowen Wu,21/1340,0,107,0.23894360757049055,0.010902791929896067
Mahdi Nikdast,2342848,0,78,0.23889747055416102,0.00794782963113919
Lingling Fan,269125,0,109,0.26504927163667524,0.01110658243325861
Minhui Xue,166/1912,0,110,0.2671813421152081,0.011208477684939882
Lihua Xu,89/2985,0,72,0.25900824283658247,0.007336458121051559
Bo Li 0026,50/3402-26,0,90,0.2671452862270924,0.009170572651314449
Kelvin C. K. Chan,228/2769,0,123,0.27149048219869437,0.012533115956796414
Xiangyu Xu,172/1282,0,80,0.27288266431407143,0.008151620134501733
Seungjun Nah,177/3248,0,179,0.2840824292520521,0.018239250050947627
Radu Timofte,24/8616,0,179,0.2840824292520521,0.018239250050947627
Sungyong Baik,243/2775,0,103,0.2714755896873286,0.01049521092317098
Seokil Hong,243/2738,0,103,0.2714755896873286,0.01049521092317098
Gyeongsik Moon,185/6852,0,103,0.2714755896873286,0.01049521092317098
Sanghyun Son,68/6424,0,179,0.2840824292520521,0.018239250050947627
Kyoung Mu Lee,17/4029,0,179,0.2840824292520521,0.018239250050947627
Jiahui Yu,185/1060,0,179,0.2840824292520521,0.018239250050947627
Munchurl Kim,84/4965,0,120,0.2803251295703645,0.012227430201752598
Se Young Chun,85/2542,0,103,0.2714755896873286,0.01049521092317098
Muhammad Haris,142/1614,0,103,0.2714755896873286,0.01049521092317098
Greg Shakhnarovich,17/1926,0,103,0.2714755896873286,0.01049521092317098
Norimichi Ukita,46/5881,0,103,0.2714755896873286,0.01049521092317098
Hongfei Fan,17/7704,0,63,0.2759332050960386,0.006419400855920114
Kuldeep Purohit,191/2655,0,103,0.2714755896873286,0.01049521092317098
A. N. Rajagopalan 0001,73/3473,0,103,0.2714755896873286,0.01049521092317098
Tiantong Guo,198/9637,0,120,0.2803251295703645,0.012227430201752598
Vishal Monga,73/1467,0,120,0.2803251295703645,0.012227430201752598
Yapeng Tian,176/4020,0,135,0.2785657998423956,0.013755858976971673
Yulun Zhang,166/2763,0,135,0.2785657998423956,0.013755858976971673
Shixiang Wu,205/3888,0,91,0.27289018775330154,0.009272467902995721
Eirikur Agustsson,143/7107,0,76,0.27286761868004633,0.0077440391277766455
Luc Van Gool,61/5017,0,76,0.27286761868004633,0.0077440391277766455
Ming-Hsuan Yang 0001,79/3711,0,76,0.27286761868004633,0.0077440391277766455
Bee Lim,203/8428,0,76,0.27286761868004633,0.0077440391277766455
Heewon Kim,97/9880,0,76,0.27286761868004633,0.0077440391277766455
Woong Bae,190/7538,0,76,0.27286761868004633,0.0077440391277766455
Jae Jun Yoo,141/8878,0,76,0.27286761868004633,0.0077440391277766455
Yoseob Han,173/4627,0,76,0.27286761868004633,0.0077440391277766455
Jong Chul Ye,15/5613,0,76,0.27286761868004633,0.0077440391277766455
Jae-Seok Choi,169/7657,0,76,0.27286761868004633,0.0077440391277766455
Wei Han 0002,82/1911-2,0,76,0.27286761868004633,0.0077440391277766455
Haichao Yu,205/3982,0,76,0.27286761868004633,0.0077440391277766455
Zhangyang Wang,119/4026,0,76,0.27286761868004633,0.0077440391277766455
Honghui Shi,176/5516,0,76,0.27286761868004633,0.0077440391277766455
Xinchao Wang,23/8015,0,76,0.27286761868004633,0.0077440391277766455
Yunjin Chen,134/3031,0,76,0.27286761868004633,0.0077440391277766455
Kai Zhang 0008,55/957-8,0,76,0.27286761868004633,0.0077440391277766455
Zhimin Tang,63/749,0,76,0.27286761868004633,0.0077440391277766455
Linkai Luo,58/817,0,76,0.27286761868004633,0.0077440391277766455
Shaohui Li,55/2211,0,76,0.27286761868004633,0.0077440391277766455
Min Fu,43/8387,0,76,0.27286761868004633,0.0077440391277766455
Lei Cao,17/6060,0,76,0.27286761868004633,0.0077440391277766455
Wen Heng,201/7460,0,76,0.27286761868004633,0.0077440391277766455
Giang Bui,158/5803,0,76,0.27286761868004633,0.0077440391277766455
Truc Le,182/7439,0,76,0.27286761868004633,0.0077440391277766455
Ye Duan,35/1832,0,76,0.27286761868004633,0.0077440391277766455
Ruxin Wang,149/7989,0,76,0.27286761868004633,0.0077440391277766455
Xu Lin,33/3328,0,76,0.27286761868004633,0.0077440391277766455
Jianxin Pang,41/813,0,76,0.27286761868004633,0.0077440391277766455
Jinchang Xu,205/3875,0,76,0.27286761868004633,0.0077440391277766455
Yu Zhao,57/2056,0,76,0.27286761868004633,0.0077440391277766455
Jin-shan Pan,06/10816,0,76,0.27286761868004633,0.0077440391277766455
Deqing Sun,69/4250,0,76,0.27286761868004633,0.0077440391277766455
Yujin Zhang,47/3138,0,76,0.27286761868004633,0.0077440391277766455
Xibin Song,146/4830,0,79,0.27820563269436166,0.00804972488282046
Yuchao Dai,65/7804,0,76,0.27286761868004633,0.0077440391277766455
Xueying Qin,94/6767,0,79,0.27820563269436166,0.00804972488282046
Xuan-Phung Huynh,175/3790,0,76,0.27286761868004633,0.0077440391277766455
Hojjat Seyed Mousavi,117/0303,0,76,0.27286761868004633,0.0077440391277766455
Tiep Huu Vu,159/2041,0,76,0.27286761868004633,0.0077440391277766455
Cristóvão Cruz,141/6253,0,76,0.27286761868004633,0.0077440391277766455
Karen O. Egiazarian,e/KOEgiazarian,0,76,0.27286761868004633,0.0077440391277766455
Vladimir Katkovnik,51/956,0,76,0.27286761868004633,0.0077440391277766455
Rakesh Mehta,135/3263,0,76,0.27286761868004633,0.0077440391277766455
Arnav Kumar Jain,190/7826,0,76,0.27286761868004633,0.0077440391277766455
Abhinav Agarwalla,190/7006,0,76,0.27286761868004633,0.0077440391277766455
Ch V. Sai Praveen,205/3931,0,76,0.27286761868004633,0.0077440391277766455
Ruofan Zhou,205/3902,0,76,0.27286761868004633,0.0077440391277766455
Hongdiao Wen,195/5685,0,76,0.27286761868004633,0.0077440391277766455
Che Zhu,205/3914,0,76,0.27286761868004633,0.0077440391277766455
Zhiqiang Xia,185/1067,0,76,0.27286761868004633,0.0077440391277766455
Zhengtao Wang,185/0907,0,76,0.27286761868004633,0.0077440391277766455
Qi Guo,67/398,0,76,0.27286761868004633,0.0077440391277766455
Kai Han 0003,51/4757-3,0,92,0.2903575933585614,0.009374363154676992
Md Meftahul Ferdaus,203/0155,0,64,0.23224383490931275,0.0065212961076013855
Sreenatha G. Anavatti,55/4292,0,111,0.23594755661501787,0.011310372936621153
Matthew A. Garratt,38/616,0,64,0.23222748815165878,0.0065212961076013855
Edwin Lughofer,04/1538,0,164,0.2806032772013381,0.016710821275728552
Meng Joo Er,73/4145,0,77,0.2857307814439537,0.007845934379457917
Di Wang 0004,18/5410-4,0,103,0.30974808324205916,0.01049521092317098
Yin Leng Theng,78/4473,0,206,0.326904022722769,0.02099042184634196
David Atienza,a/DavidAtienza,0,120,0.2406340407944959,0.012227430201752598
Thi Nhu Quynh Kim,25/3032,0,67,0.27811964371013514,0.006826981862645201
Dion Hoe-Lian Goh,990691,0,163,0.2860362963819212,0.01660892602404728
Sanjay Kumar Madria,m/SanjayKumarMadria,0,148,0.2734027566776234,0.015080497248828205
Haibo He,51/4299,0,84,0.28586281588447654,0.008559201141226819
Abhishek Gupta 0001,18/6404-1,0,164,0.29467103304554926,0.016710821275728552
Jon Garibaldi,97/4637,0,74,0.27727043531850526,0.007540248624414102
Zhu Sun,163/5129,0,96,0.2896438708922249,0.009781944161402078
Kening Zhu,33/7597,0,73,0.24080967325985939,0.007438353372732831
Roshan Lalintha Peiris,37/5474,0,77,0.24083311029465437,0.007845934379457917
Nimesha Ranasinghe,47/7598,0,81,0.24078624078624078,0.008253515386183003
Jianliang Xu,x/JianliangXu,0,102,0.2745250312023298,0.010393315671489708
Chew-Hung Chang,16/1325,0,137,0.2812890758213027,0.013959649480334216
Kalyani Chatterjea,224685,0,116,0.2755414509214409,0.011819849195027512
Agustina,94/957,0,73,0.2588727605596966,0.007438353372732831
David K. Y. Yau,47/5905,0,119,0.2556895972720932,0.012125534950071327
Guoliang Xing,63/4542,0,151,0.24696224955712467,0.01538618300387202
Wenjie Zhang 0003,98/5684-3,0,63,0.24169759718695058,0.006419400855920114
Guibing Guo,84/10716,0,104,0.2755414509214409,0.010597106174852253
Robin Cohen,24/441,0,82,0.260138242792189,0.008355410637864276
Yiyu Cai,16/6533,0,117,0.27122266673973805,0.011921744446708783
Ping Wang 0001,37/1304-1,0,1044,0.32709847984137475,0.10637864275524761
Haizhou Li 0001,36/4118,0,828,0.3179875991904135,0.08436926839209292
Zhu Han,83/514,0,598,0.29180424528301885,0.06093336050540045
Jun Sun 0001,s/JunSun1,0,549,0.3046288317124215,0.055940493173018135
Dong In Kim,86/1369,0,523,0.30035807489227406,0.053291216629305076
Zehui Xiong,174/9863,0,442,0.3196408964670929,0.04503770124312207
Jin Song Dong,33/6517,0,433,0.288967389717689,0.04412064397799063
Xiong Xiao,96/6014,0,406,0.28637560396956285,0.04136947218259629
Kai Keng Ang,8980,0,393,0.2932827639337462,0.040044833910739756
Dinh Thai Hoang,37/8852,0,391,0.3082816831220606,0.039841043407377215
Cyril Leung,76/3131,0,390,0.34574542406036046,0.039739148155695944
Stephen John Turner,t/StephenJohnTurner,0,369,0.31697944021008134,0.03759934787038924
Bin Ma,70/6176,0,331,0.3032011027722469,0.033727328306500916
Haihua Xu,26/1181,0,316,0.2672029803201684,0.03219889953128184
Soujanya Poria,116/4904,0,296,0.28876506111970124,0.03016099449765641
Malcolm Yoke-Hean Low,l/MalcolmYokeHeanLow,0,252,0.3033683758850032,0.025677603423680456
Xiaokang Yang,427852,0,250,0.3039272883593822,0.025473812920317914
Zhongkang Lu,224657,0,241,0.29231269011547206,0.024556755655186467
Ekram Hossain,45/1224,0,240,0.2691795164667809,0.024454860403505196
Xiao Lu 0001,37/4424-1,0,230,0.27064420868423933,0.02343590788669248
Ee Ping Ong,o/EePingOng,0,225,0.2835615653469318,0.02292643162828612
Adrian David Cheok,c/AdrianDavidCheok,0,221,0.2679988086535077,0.022518850621561035
Suiping Zhou,22/2383,0,212,0.31155177840730247,0.021601793356429592
Yin Leng Theng,78/4473,0,206,0.326904022722769,0.02099042184634196
Van Tung Pham,148/9588,0,202,0.2761256486079339,0.020582840839616874
Susu Yao,89/3136,0,202,0.27997623964020024,0.020582840839616874
Jigang Wu,21/1136,0,200,0.26710924006908465,0.02037905033625433
Ke Gu 0001,13/9079-1,0,197,0.2918730832743572,0.020073364581210517
Chuan Heng Foh,17/6484,0,185,0.325228363015049,0.018850621561035254
Nguyen Cong Luong,173/5360,0,184,0.3097093150599205,0.018748726309353984
Yunhao Liu,27/2403,0,182,0.2639748239812247,0.018544935805991442
Liang Feng,1381166,0,180,0.3245671563483736,0.018341145302628897
Sanghyun Son,68/6424,0,179,0.2840824292520521,0.018239250050947627
Radu Timofte,24/8616,0,179,0.2840824292520521,0.018239250050947627
Jiahui Yu,185/1060,0,179,0.2840824292520521,0.018239250050947627
Kyoung Mu Lee,17/4029,0,179,0.2840824292520521,0.018239250050947627
Seungjun Nah,177/3248,0,179,0.2840824292520521,0.018239250050947627
Wei Zhang 0012,10/4661-12,0,178,0.2938312652140355,0.018137354799266356
Amir Hussain,1779523,0,178,0.27059981409590467,0.018137354799266356
Shimin Gong,92/3836,0,172,0.2686534755584507,0.017525983289178725
Ying-Chang Liang,98/153,0,170,0.3068956963909215,0.01732219278581618
Haihong Zhang,43/3254,0,168,0.29245952015128235,0.017118402282453638
Sen Chen,180/8218,0,167,0.2753881253130043,0.017016507030772367
Milind Tambe,67/2667,0,166,0.2589337100402867,0.016914611779091093
Shaohan Feng,199/1893,0,165,0.26852957135105804,0.016812716527409823
Meng-Hiot Lim,43/5957,0,164,0.32021999352960206,0.016710821275728552
Abhishek Gupta 0001,18/6404-1,0,164,0.29467103304554926,0.016710821275728552
Edwin Lughofer,04/1538,0,164,0.2806032772013381,0.016710821275728552
Yang Zhang 0025,06/6785-25,0,163,0.3028393097540081,0.01660892602404728
Zhenjiang Li,35/203,0,163,0.2746240497197714,0.01660892602404728
Dion Hoe-Lian Goh,990691,0,163,0.2860362963819212,0.01660892602404728
Lizhen Cui,82/5713,0,162,0.30691472868217057,0.016507030772366007
A. Prasad Vinod,92/249,0,159,0.2852778418261471,0.01620134501732219
Yang Liu 0165,51/3710-165,0,158,0.31664480629578684,0.01609944976564092
Guozhu Meng,134/8681,0,157,0.2818818704790112,0.01599755451395965
Shivam Bhasin,94/7837,0,154,0.28217920574735583,0.015691868758915834
Shi-Qing Xin,72/3380,0,152,0.2632656860919754,0.015488078255553291
Guoliang Xing,63/4542,0,151,0.24696224955712467,0.01538618300387202
Zhuo Zhang 0001,16/1234-1,0,150,0.30234902404007696,0.015284287752190748
A. Benjamin Premkumar,81/2641,0,148,0.2629369886303262,0.015080497248828205
Sanjay Kumar Madria,m/SanjayKumarMadria,0,148,0.2734027566776234,0.015080497248828205
Chenglin Xu,125/2814,0,148,0.27882475562691905,0.015080497248828205
Yinxing Xue,73/7055,0,146,0.28826887232059645,0.014876706745465661
Guangtao Zhai,19/3230,0,144,0.29502235469448584,0.014672916242103118
Jiang Xu 0001,20/4396-1,0,144,0.2390070750730447,0.014672916242103118
Jiawen Kang,145/4239,0,144,0.30334978086977843,0.014672916242103118
Chuanchu Wang,40/3865,0,142,0.2726120965076567,0.014469125738740575
Bihuan Chen 0001,61/9197,0,141,0.28481813996316757,0.014367230487059303
Lei Xie 0001,70/1741-1,0,139,0.2640734219091831,0.01416343998369676
Rainer Leupers,14/6306,0,139,0.24391325776244455,0.01416343998369676
Chongjia Ni,48/9230,0,139,0.26499250374812594,0.01416343998369676
Siwei Ma,40/5402,0,138,0.3090324393518374,0.014061544732015489
Chew-Hung Chang,16/1325,0,137,0.2812890758213027,0.013959649480334216
Yapeng Tian,176/4020,0,135,0.2785657998423956,0.013755858976971673
Yulun Zhang,166/2763,0,135,0.2785657998423956,0.013755858976971673
Ting Su,42/6896,0,133,0.26903318746432553,0.01355206847360913
Gerd Ascheid,1255006,0,132,0.24390123700162633,0.013450173221927857
Kong-Aik Lee,35/4621,0,129,0.2649641289217261,0.013144487466884043
Nan Guan,45/5411,0,128,0.27858932139942016,0.013042592215202771
Hong Qin,79/627,0,128,0.2716245883644347,0.013042592215202771
Yaoyao Ye,55/7960,0,126,0.24483031562283566,0.012838801711840228
Yaochu Jin,j/YaochuJin,0,125,0.2994675057485175,0.012736906460158957
Kok Soon Phua,73/9801,0,125,0.27993664800045254,0.012736906460158957
Mohammad Abu Alsheikh,146/0878,0,124,0.2684494589243579,0.012635011208477685
Kelvin C. K. Chan,228/2769,0,123,0.27149048219869437,0.012533115956796414
Michael Harold Lees,97/1049,0,123,0.28690686686570627,0.012533115956796414
Wen Gao 0001,g/WenGao,0,121,0.32878259425344625,0.01232932545343387
Kay Chen Tan,t/KayChenTan,0,121,0.2938138209451437,0.01232932545343387
David Atienza,a/DavidAtienza,0,120,0.2406340407944959,0.012227430201752598
Tiantong Guo,198/9637,0,120,0.2803251295703645,0.012227430201752598
Vishal Monga,73/1467,0,120,0.2803251295703645,0.012227430201752598
Munchurl Kim,84/4965,0,120,0.2803251295703645,0.012227430201752598
Jinjian Wu,2248435,0,120,0.2848755216577925,0.012227430201752598
Wei Rao,68/2031,0,119,0.2647869238383136,0.012125534950071327
David K. Y. Yau,47/5905,0,119,0.2556895972720932,0.012125534950071327
Xianfeng Gu,g/XianfengGu,0,118,0.27750364472356176,0.012023639698390055
Hanwu Sun,22/1460,0,118,0.26975172376202544,0.012023639698390055
Yiyu Cai,16/6533,0,117,0.27122266673973805,0.011921744446708783
Kalyani Chatterjea,224685,0,116,0.2755414509214409,0.011819849195027512
Zengxiang Li,95/6812,0,113,0.31814091025970687,0.011514163439983696
Alexander F. Gelbukh,g/AlexanderFGelbukh,0,112,0.27419801651061,0.011412268188302425
Lei Yang 0018,50/2484-18,0,111,0.2611196116709756,0.011310372936621153
Wen-Jing Hsu,26/4850,0,111,0.28984743330697826,0.011310372936621153
Guiyuan Jiang,32/10216,0,111,0.25110355675072304,0.011310372936621153
Edwin Hsing-Mean Sha,27/2376,0,111,0.2878915680172188,0.011310372936621153
Sreenatha G. Anavatti,55/4292,0,111,0.23594755661501787,0.011310372936621153
Minhui Xue,166/1912,0,110,0.2671813421152081,0.011208477684939882
Lingling Fan,269125,0,109,0.26504927163667524,0.01110658243325861
Leida Li,92/6630,0,109,0.2843925985518906,0.01110658243325861
Wei Yang Bryan Lim,249/5315,0,108,0.301501721039325,0.011004687181577339
Lei Wang 0020,w/LeiWang20,0,108,0.26642620656240745,0.011004687181577339
Wenbo Wang 0004,28/4847-4,0,107,0.2845561177552898,0.010902791929896067
Francois P. S. Chin,c/FrancoisPSChin,0,107,0.2418806969526649,0.010902791929896067
Linbo Luo,53/803,0,107,0.28619343646089346,0.010902791929896067
Xiaowen Wu,21/1340,0,107,0.23894360757049055,0.010902791929896067
Mengquan Li,172/2695,0,106,0.259137082417007,0.010800896678214796
Cheung-Chi Leung,15/2133,0,106,0.2663401770578263,0.010800896678214796
Min Wu 0008,16/0-8,0,106,0.30619315721091384,0.010800896678214796
Tien Yin Wong,69/6707,0,105,0.28114525933079587,0.010699001426533523
Alok Prakash,58/7646,0,105,0.25798212005108556,0.010699001426533523
Xinfeng Zhang,2092080,0,105,0.2793914246196404,0.010699001426533523
Wenjun Zhang 0001,46/3359-1,0,104,0.2924508790072389,0.010597106174852253
Guibing Guo,84/10716,0,104,0.2755414509214409,0.010597106174852253
Muhammad Haris,142/1614,0,103,0.2714755896873286,0.01049521092317098
A. N. Rajagopalan 0001,73/3473,0,103,0.2714755896873286,0.01049521092317098
Di Wang 0004,18/5410-4,0,103,0.30974808324205916,0.01049521092317098
Sungyong Baik,243/2775,0,103,0.2714755896873286,0.01049521092317098
Seokil Hong,243/2738,0,103,0.2714755896873286,0.01049521092317098
Greg Shakhnarovich,17/1926,0,103,0.2714755896873286,0.01049521092317098
Kuldeep Purohit,191/2655,0,103,0.2714755896873286,0.01049521092317098
Norimichi Ukita,46/5881,0,103,0.2714755896873286,0.01049521092317098
Gyeongsik Moon,185/6852,0,103,0.2714755896873286,0.01049521092317098
Se Young Chun,85/2542,0,103,0.2714755896873286,0.01049521092317098
Jianliang Xu,x/JianliangXu,0,102,0.2745250312023298,0.010393315671489708
Alvis Cheuk M. Fong,62/6025,0,100,0.26807139181539963,0.010189525168127165
Devamanyu Hazarika,188/5874,0,100,0.26002206693637364,0.010189525168127165
Heinrich Meyr,72/1999,0,99,0.24220030831722417,0.010087629916445894
Alois C. Knoll,k/AloisKnoll,0,97,0.25636509622108833,0.00988383941308335
Haifeng Shen,39/4885,0,97,0.2730859428886743,0.00988383941308335
Zhu Sun,163/5129,0,96,0.2896438708922249,0.009781944161402078
Fuyuan Zhang,2095611,0,96,0.26319568165501106,0.009781944161402078
Hui Fang 0002,03/2511-2,0,96,0.31038916240709963,0.009781944161402078
David Sanán,22/111,0,96,0.26269971866871916,0.009781944161402078
Boon-Ping Gan,20/4420,0,94,0.2621917300203968,0.009578153658039535
Jie Zheng 0002,94/190-2,0,94,0.28554943311311776,0.009578153658039535
Tomi Kinnunen,94/4754,0,93,0.2647940074906367,0.009476258406358264
Hongxu Chen,147/5824,0,93,0.28654970760233917,0.009476258406358264
Kai Han 0003,51/4757-3,0,92,0.2903575933585614,0.009374363154676992
Bertil Schmidt,80/1737,0,92,0.26934799172744095,0.009374363154676992
Chenwei Deng,73/8538,0,92,0.31872484302044757,0.009374363154676992
Yuan Miao 0001,74/1798-1,0,91,0.30939951861461035,0.009272467902995721
Shixiang Wu,205/3888,0,91,0.27289018775330154,0.009272467902995721
Navonil Majumder,198/3608,0,90,0.25680408893962586,0.009170572651314449
Jinghui Zhong,56/443,0,90,0.3100003131949012,0.009170572651314449
Rajendra Prasad Sirigina,82/8861,0,90,0.23303668126383198,0.009170572651314449
Bo Li 0026,50/3402-26,0,90,0.2671452862270924,0.009170572651314449
