author,author-pid,paper,top_venue_count,co-author-pid,total_weight,weight,closeness_centrality,normalized_degree_centrality,year,conference,title,Faculty,Position,Gender,Management,Area
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,20/6534-3,59,3,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,35/11103,59,3,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,166/1912,59,3,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,71/6948,59,3,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,50/3402-26,59,3,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,51/3710-3,59,3,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,93/5629,59,1,0.296827206,0.000625523,2018,,,,,,,
Jianxiong Yin,132/8514,journals/corr/abs-1810-04538,1,180/8218,59,1,0.296827206,0.000625523,2018,,,,,,,
Chuanxia Zheng,195/8988,conf/vcip/ZhangYZLCK19,1,17/322-4,13,1,0.282324082,0.000137827,2019,,,,,,,
Chuanxia Zheng,195/8988,conf/vcip/ZhangYZLCK19,1,90/5230,13,1,0.282324082,0.000137827,2019,,,,,,,
Chuanxia Zheng,195/8988,conf/vcip/ZhangYZLCK19,1,k/AlexChiChungKot,13,1,0.282324082,0.000137827,2019,,,,,,,
Chuanxia Zheng,195/8988,conf/vcip/ZhangYZLCK19,1,126/4778,13,1,0.282324082,0.000137827,2019,,,,,,,
Alex C. Kot,k/AlexChiChungKot,conf/vcip/ZhangYZLCK19,3,90/5230,139,1,0.34179357,0.001473691,2019,,,,,,,
Alex C. Kot,k/AlexChiChungKot,conf/vcip/ZhangYZLCK19,3,195/8988,139,1,0.34179357,0.001473691,2019,,,,,,,
Juyong Zhang,38/5125,conf/mm/SongCCZZF18,5,f/HenryFuchs,151,2,0.308579623,0.001600916,2018,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/mm/SongCCZZF18,1,189/7103,32,2,0.283772936,0.000339267,2018,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/mm/SongCCZZF18,1,38/5125,32,2,0.283772936,0.000339267,2018,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/mm/SongCCZZF18,1,1297587,32,2,0.283772936,0.000339267,2018,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/iccvw/DengLCCF13,1,83/6096,32,3,0.283772936,0.000339267,2013,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/iccvw/DengLCCF13,1,147/4642,32,1,0.283772936,0.000339267,2013,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/iccvw/DengLCCF13,1,66/3387,32,1,0.283772936,0.000339267,2013,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/eurographics/FleuryPCF14,1,29/3808,32,7,0.283772936,0.000339267,2014,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/eurographics/FleuryPCF14,1,344791,32,1,0.283772936,0.000339267,2014,,,,,,,
Henry Fuchs,f/HenryFuchs,conf/eurographics/FleuryPCF14,1,15/3519,32,1,0.283772936,0.000339267,2014,,,,,,,
Di Xu,95/7448,conf/cvpr/XuDZZCC14,1,86/5155,17,2,0.278706989,0.000180236,2014,,,,,,,
Di Xu,95/7448,conf/cvpr/XuDZZCC14,1,132/5498,17,1,0.278706989,0.000180236,2014,,,,,,,
Di Xu,95/7448,conf/pcm/XuCCFZ12,1,38/5125,17,4,0.278706989,0.000180236,2012,,,,,,,
Di Xu,95/7448,conf/pcm/XuCCFZ12,1,83/6096,17,4,0.278706989,0.000180236,2012,,,,,,,
Di Xu,95/7448,conf/pcm/XuCCFZ12,1,29/3808,17,3,0.278706989,0.000180236,2012,,,,,,,
Di Xu,95/7448,conf/pcm/XuCCFZ12,1,122/2669,17,1,0.278706989,0.000180236,2012,,,,,,,
Di Xu,95/7448,conf/vcip/XuCZZ16,1,1297587,17,2,0.278706989,0.000180236,2016,,,,,,,
Qi Duan,86/5155,conf/cvpr/XuDZZCC14,1,95/7448,19,2,0.292114272,0.00020144,2014,,,,,,,
Qi Duan,86/5155,conf/cvpr/XuDZZCC14,1,38/5125,19,2,0.292114272,0.00020144,2014,,,,,,,
Qi Duan,86/5155,conf/cvpr/XuDZZCC14,1,29/3808,19,2,0.292114272,0.00020144,2014,,,,,,,
Qi Duan,86/5155,conf/cvpr/XuDZZCC14,1,132/5498,19,1,0.292114272,0.00020144,2014,,,,,,,
Qi Duan,86/5155,conf/icip/DuanCZ09,1,1297587,19,5,0.292114272,0.00020144,2009,,,,,,,
Qi Duan,86/5155,conf/icip/DuanCZ09,1,83/6096,19,6,0.292114272,0.00020144,2009,,,,,,,
Juyong Zhang,38/5125,conf/cvpr/XuDZZCC14,5,86/5155,151,2,0.308579623,0.001600916,2014,,,,,,,
Juyong Zhang,38/5125,conf/cvpr/XuDZZCC14,5,132/5498,151,1,0.308579623,0.001600916,2014,,,,,,,
Jiuxiang Gu,173/4935,journals/corr/abs-1709-03376,4,c/TsuhanChen,79,4,0.275487768,0.000837565,2017,,,,,,,
Gang Wang 0012,71/4292-12,journals/corr/abs-1711-06420,1,173/4935,49,8,0.277635971,0.000519503,2017,,,,,,,
Gang Wang 0012,71/4292-12,journals/corr/abs-1711-06420,1,462430,49,2,0.277635971,0.000519503,2017,,,,,,,
Gang Wang 0012,71/4292-12,journals/corr/abs-1711-06420,1,62/2078,49,4,0.277635971,0.000519503,2017,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,33/4679-2,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,165/1403,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,28/4327,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,167/4739,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,118/3676,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,52/5150-9,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/pr/GuWKMSSLWWCC18,1,90/9541,49,1,0.277635971,0.000519503,2018,,,,,,,
Gang Wang 0012,71/4292-12,journals/corr/abs-1709-03376,1,c/TsuhanChen,49,4,0.277635971,0.000519503,2017,,,,,,,
Gang Wang 0012,71/4292-12,conf/mmsp/0001LCWC14,1,83/6096,49,12,0.277635971,0.000519503,2014,,,,,,,
Gang Wang 0012,71/4292-12,conf/mmsp/0001LCWC14,1,138/4209-1,49,4,0.277635971,0.000519503,2014,,,,,,,
Gang Wang 0012,71/4292-12,conf/mmsp/0001LCWC14,1,1625574,49,4,0.277635971,0.000519503,2014,,,,,,,
Gang Wang 0012,71/4292-12,conf/mmsp/0001LCWC14,1,29/3808,49,4,0.277635971,0.000519503,2014,,,,,,,
Bingsheng He,h/BingshengHe,journals/tcsv/WeiCFH17,3,99/4916-8,146,2,0.331524652,0.001547906,2017,,,,,,,
Bingsheng He,h/BingshengHe,journals/tcsv/WeiCFH17,3,17/6484,146,2,0.331524652,0.001547906,2017,,,,,,,
Bingsheng He,h/BingshengHe,journals/tcsv/WeiCFH17,3,83/6096,146,2,0.331524652,0.001547906,2017,,,,,,,
King Ngi Ngan,n/KingNgiNgan,journals/tmm/MengLWNC18,1,46/7666,78,1,0.301713101,0.000826963,2018,,,,,,,
King Ngi Ngan,n/KingNgiNgan,journals/tmm/MengLWNC18,1,91/1905-1,78,1,0.301713101,0.000826963,2018,,,,,,,
King Ngi Ngan,n/KingNgiNgan,journals/tmm/MengLWNC18,1,07/8007-1,78,1,0.301713101,0.000826963,2018,,,,,,,
Guanyu Gao,150/6757,journals/corr/abs-1811-06663,2,218/5222,71,7,0.280802292,0.000752749,2018,,,,,,,
Guanyu Gao,150/6757,journals/corr/abs-1811-06663,2,57/145,71,3,0.280802292,0.000752749,2018,,,,,,,
Guanyu Gao,150/6757,journals/corr/abs-1811-06663,2,220/3742,71,4,0.280802292,0.000752749,2018,,,,,,,
Guanyu Gao,150/6757,conf/icc/GaoWZH15,2,59/3754-3,71,7,0.280802292,0.000752749,2015,,,,,,,
Guanyu Gao,150/6757,journals/tmm/GaoZHWCLZ18,2,79/3712,71,1,0.280802292,0.000752749,2018,,,,,,,
Guanyu Gao,150/6757,conf/icmcs/GaoZWWZT14,2,33/885,71,22,0.280802292,0.000752749,2014,,,,,,,
Guanyu Gao,150/6757,conf/icmcs/GaoZWWZT14,2,23/2548,71,3,0.280802292,0.000752749,2014,,,,,,,
Guanyu Gao,150/6757,conf/icmcs/GaoZWWZT14,2,95/6543-1,71,2,0.280802292,0.000752749,2014,,,,,,,
Guanyu Gao,150/6757,conf/icmcs/GaoZWWZT14,2,97/6308-1,71,2,0.280802292,0.000752749,2014,,,,,,,
Guanyu Gao,150/6757,conf/icmcs/GaoZWWZT14,2,93/4472,71,1,0.280802292,0.000752749,2014,,,,,,,
Guanyu Gao,150/6757,journals/ieeemm/GaoWC17,2,83/6096,71,2,0.280802292,0.000752749,2017,,,,,,,
Huaizheng Zhang,218/5222,journals/corr/abs-1811-06663,3,150/6757,78,7,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/corr/abs-1811-06663,3,57/145,78,3,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/corr/abs-1811-06663,3,33/885,78,17,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/corr/abs-1811-06663,3,220/3742,78,3,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/corr/abs-1804-03481,3,59/3754-3,78,5,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/corr/abs-1804-03481,3,68/3591,78,7,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/tmm/GaoZHWCLZ18,3,79/3712,78,1,0.288680841,0.000826963,2018,,,,,,,
Huaizheng Zhang,218/5222,journals/tmm/GaoZHWCLZ18,3,83/6096,78,1,0.288680841,0.000826963,2018,,,,,,,
Han Hu 0003,59/3754-3,conf/icc/GaoWZH15,3,150/6757,156,7,0.336163565,0.001653926,2015,,,,,,,
Han Hu 0003,59/3754-3,conf/icc/GaoWZH15,3,23/2548,156,2,0.336163565,0.001653926,2015,,,,,,,
Han Hu 0003,59/3754-3,journals/corr/abs-1804-03481,3,218/5222,156,5,0.336163565,0.001653926,2018,,,,,,,
Han Hu 0003,59/3754-3,journals/corr/abs-1804-03481,3,68/3591,156,3,0.336163565,0.001653926,2018,,,,,,,
Han Hu 0003,59/3754-3,journals/tmm/GaoZHWCLZ18,3,79/3712,156,1,0.336163565,0.001653926,2018,,,,,,,
Han Hu 0003,59/3754-3,journals/tmm/GaoZHWCLZ18,3,57/145,156,1,0.336163565,0.001653926,2018,,,,,,,
Han Hu 0003,59/3754-3,journals/tmm/GaoZHWCLZ18,3,83/6096,156,1,0.336163565,0.001653926,2018,,,,,,,
Han Hu 0003,59/3754-3,conf/globecom/JinWH13,3,33/885,156,43,0.336163565,0.001653926,2013,,,,,,,
Han Hu 0003,59/3754-3,conf/globecom/JinWH13,3,42/8333,156,5,0.336163565,0.001653926,2013,,,,,,,
Dong Xu 0001,09/3493-1,conf/eccv/NiuCX16,1,02/3166-2,28,3,0.301015753,0.000296859,2016,,,,,,,
Dong Xu 0001,09/3493-1,journals/tnn/NiuLXC17,1,06/721-1,28,2,0.301015753,0.000296859,2017,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,83/6096,28,4,0.301015753,0.000296859,2012,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,h/AnthonyTSHo,28,1,0.301015753,0.000296859,2012,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,w/JianxinWu,28,1,0.301015753,0.000296859,2012,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,39/2405,28,1,0.301015753,0.000296859,2012,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,625906,28,1,0.301015753,0.000296859,2012,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,82/1447,28,1,0.301015753,0.000296859,2012,,,,,,,
Dong Xu 0001,09/3493-1,conf/pcm/2012,1,14/3737,28,1,0.301015753,0.000296859,2012,,,,,,,
Anran Wang 0001,138/4209-1,conf/mmsp/0001LCWC14,1,1625574,38,7,0.282396576,0.00040288,2014,,,,,,,
Anran Wang 0001,138/4209-1,conf/mmsp/0001LCWC14,1,29/3808,38,7,0.282396576,0.00040288,2014,,,,,,,
Anran Wang 0001,138/4209-1,conf/mmsp/0001LCWC14,1,71/4292-12,38,4,0.282396576,0.00040288,2014,,,,,,,
Anran Wang 0001,138/4209-1,conf/pcm/WangZCW13,1,83/6096,38,8,0.282396576,0.00040288,2013,,,,,,,
Anran Wang 0001,138/4209-1,conf/pcm/WangZCW13,1,w/JianxinWu,38,1,0.282396576,0.00040288,2013,,,,,,,
Jiwen Lu,1625574,conf/mmsp/0001LCWC14,1,138/4209-1,25,7,0.269913556,0.000265052,2014,,,,,,,
Jiwen Lu,1625574,conf/mmsp/0001LCWC14,1,83/6096,25,7,0.269913556,0.000265052,2014,,,,,,,
Jiwen Lu,1625574,conf/mmsp/0001LCWC14,1,29/3808,25,7,0.269913556,0.000265052,2014,,,,,,,
Jiwen Lu,1625574,conf/mmsp/0001LCWC14,1,71/4292-12,25,4,0.269913556,0.000265052,2014,,,,,,,
Li Niu,462430,journals/corr/abs-1711-06420,1,173/4935,22,2,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,journals/corr/abs-1711-06420,1,71/4292-12,22,2,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,journals/corr/abs-1711-06420,1,83/6096,22,5,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,journals/corr/abs-1711-06420,1,62/2078,22,2,0.282921252,0.000233246,2017,,,,,,,
Qianyi Wu,217/2011,journals/corr/abs-1803-06802,1,38/5125,16,2,0.284196623,0.000169633,2018,,,,,,,
Qianyi Wu,217/2011,journals/corr/abs-1803-06802,1,60/4932,16,2,0.284196623,0.000169633,2018,,,,,,,
Qianyi Wu,217/2011,journals/corr/abs-1803-06802,1,1297587,16,2,0.284196623,0.000169633,2018,,,,,,,
Qianyi Wu,217/2011,journals/corr/abs-1803-06802,1,83/6096,16,2,0.284196623,0.000169633,2018,,,,,,,
Juyong Zhang,38/5125,journals/corr/abs-1803-06802,5,217/2011,151,2,0.308579623,0.001600916,2018,,,,,,,
Juyong Zhang,38/5125,journals/corr/abs-1803-06802,5,60/4932,151,2,0.308579623,0.001600916,2018,,,,,,,
Yu-Kun Lai,60/4932,journals/corr/abs-1803-06802,1,217/2011,15,2,0.282759606,0.000159031,2018,,,,,,,
Yu-Kun Lai,60/4932,journals/corr/abs-1803-06802,1,38/5125,15,2,0.282759606,0.000159031,2018,,,,,,,
Yu-Kun Lai,60/4932,journals/corr/abs-1803-06802,1,1297587,15,2,0.282759606,0.000159031,2018,,,,,,,
Yu-Kun Lai,60/4932,journals/corr/abs-1803-06802,1,83/6096,15,2,0.282759606,0.000159031,2018,,,,,,,
Qingyi Tao,179/0983,journals/corr/abs-1803-07464,2,181/2689-3,40,2,0.28853778,0.000424084,2018,,,,,,,
Qingyi Tao,179/0983,journals/corr/abs-1803-07464,2,25/5545,40,2,0.28853778,0.000424084,2018,,,,,,,
Qingyi Tao,179/0983,journals/corr/abs-1803-07464,2,62/2078,40,2,0.28853778,0.000424084,2018,,,,,,,
Juyong Zhang,38/5125,journals/corr/abs-1808-05323,5,20/8688,151,1,0.308579623,0.001600916,2018,,,,,,,
Chongyu Chen,123/2877,conf/accv/ChenPPCS14,1,155/3138,29,3,0.291357589,0.000307461,2014,,,,,,,
Chongyu Chen,123/2877,conf/accv/ChenPPCS14,1,98/2506,29,3,0.291357589,0.000307461,2014,,,,,,,
Chongyu Chen,123/2877,conf/mm/ChenCLS12,1,97/3742,29,6,0.291357589,0.000307461,2012,,,,,,,
Chongyu Chen,123/2877,conf/mm/ChenCLS12,1,83/6096,29,7,0.291357589,0.000307461,2012,,,,,,,
Chongyu Chen,123/2877,conf/mm/ChenCLS12,1,14/3737,29,2,0.291357589,0.000307461,2012,,,,,,,
Chongyu Chen,123/2877,journals/jvcir/ChenPPCSGC17,1,136/5412,29,1,0.291357589,0.000307461,2017,,,,,,,
Chongyu Chen,123/2877,journals/jvcir/ChenPPCSGC17,1,87/3633,29,1,0.291357589,0.000307461,2017,,,,,,,
Vladimir Pavlovic,98/2506,journals/jvcir/ChenPPCSGC17,1,136/5412,40,1,0.295824741,0.000424084,2017,,,,,,,
Vladimir Pavlovic,98/2506,journals/jvcir/ChenPPCSGC17,1,87/3633,40,1,0.295824741,0.000424084,2017,,,,,,,
Guangming Shi,97/3742,conf/mm/ChenCLS12,1,123/2877,111,6,0.292961582,0.001176832,2012,,,,,,,
Guangming Shi,97/3742,conf/mm/ChenCLS12,1,83/6096,111,6,0.292961582,0.001176832,2012,,,,,,,
Guangming Shi,97/3742,conf/accv/ChenPPCS14,1,155/3138,111,2,0.292961582,0.001176832,2014,,,,,,,
Guangming Shi,97/3742,conf/accv/ChenPPCS14,1,98/2506,111,2,0.292961582,0.001176832,2014,,,,,,,
Guangming Shi,97/3742,journals/jvcir/ChenPPCSGC17,1,136/5412,111,1,0.292961582,0.001176832,2017,,,,,,,
Guangming Shi,97/3742,journals/jvcir/ChenPPCSGC17,1,87/3633,111,1,0.292961582,0.001176832,2017,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,123/5110,37,7,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,218/6940,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,193/2215,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,18/931-1,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,35/5873,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,29/4867-26,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,95/6861,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,24/2670,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,80/5412,37,1,0.30895527,0.000392277,2018,,,,,,,
Hao Yang,54/4089,journals/corr/YangZCO17,2,64/4136,37,2,0.30895527,0.000392277,2017,,,,,,,
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,54/4089,103,7,0.334957699,0.001092016,2018,,,,,,,
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,18/931-1,103,3,0.334957699,0.001092016,2018,,,,,,,
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,218/6940,103,1,0.334957699,0.001092016,2018,,,,,,,
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,193/2215,103,1,0.334957699,0.001092016,2018,,,,,,,
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,29/4867-26,103,1,0.334957699,0.001092016,2018,,,,,,,
Joey Tianyi Zhou,123/5110,journals/corr/YangZZGWC15,2,83/6096,103,6,0.334957699,0.001092016,2015,,,,,,,
Joey Tianyi Zhou,123/5110,journals/corr/YangZZGWC15,2,152/6672,103,2,0.334957699,0.001092016,2015,,,,,,,
Joey Tianyi Zhou,123/5110,journals/corr/YangZZGWC15,2,w/JianxinWu,103,2,0.334957699,0.001092016,2015,,,,,,,
Joey Tianyi Zhou,123/5110,journals/corr/YangZZGWC15,2,50/671-4,103,1,0.334957699,0.001092016,2015,,,,,,,
Joey Tianyi Zhou,123/5110,journals/corr/abs-2004-13303,2,64/4136,103,3,0.334957699,0.001092016,2020,,,,,,,
Li Niu,462430,conf/ijcai/TangDNWXC17,1,183/0971,22,2,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,conf/ijcai/TangDNWXC17,1,172/1346-1,22,2,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,conf/ijcai/TangDNWXC17,1,54/875,22,2,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,conf/ijcai/TangDNWXC17,1,34/3173,22,2,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,conf/ijcai/TangNWDACX17,1,190/4375,22,1,0.282921252,0.000233246,2017,,,,,,,
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,38/803,9,2,0.270614611,9.54E-05,2013,,,,,,,
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,83/6096,9,2,0.270614611,9.54E-05,2013,,,,,,,
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,29/3808,9,2,0.270614611,9.54E-05,2013,,,,,,,
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,33/7242,9,1,0.270614611,9.54E-05,2013,,,,,,,
Fuwen Tan,122/4804,conf/icmcs/ZhaoTFTCC13,1,34/4366,9,1,0.270614611,9.54E-05,2013,,,,,,,
Fuwen Tan,122/4804,conf/mm/TanFDCC17,1,147/4642,9,1,0.270614611,9.54E-05,2017,,,,,,,
Chi-Wing Fu,38/803,conf/icmcs/ZhaoTFTCC13,8,122/4804,98,2,0.295595043,0.001039005,2013,,,,,,,
Chi-Wing Fu,38/803,conf/icmcs/ZhaoTFTCC13,8,83/6096,98,3,0.295595043,0.001039005,2013,,,,,,,
Chi-Wing Fu,38/803,conf/icmcs/ZhaoTFTCC13,8,29/3808,98,3,0.295595043,0.001039005,2013,,,,,,,
Chi-Wing Fu,38/803,conf/icmcs/ZhaoTFTCC13,8,33/7242,98,2,0.295595043,0.001039005,2013,,,,,,,
Chi-Wing Fu,38/803,conf/icmcs/ZhaoTFTCC13,8,34/4366,98,1,0.295595043,0.001039005,2013,,,,,,,
Chi-Wing Fu,38/803,conf/mm/TanFDCC17,8,147/4642,98,1,0.295595043,0.001039005,2017,,,,,,,
Teng Deng,147/4642,conf/mm/TanFDCC17,1,122/4804,25,1,0.283099276,0.000265052,2017,,,,,,,
Teng Deng,147/4642,conf/mm/TanFDCC17,1,38/803,25,1,0.283099276,0.000265052,2017,,,,,,,
Li Niu,462430,conf/vcip/0004NCK17,1,17/322-4,22,1,0.282921252,0.000233246,2017,,,,,,,
Li Niu,462430,conf/vcip/0004NCK17,1,k/AlexChiChungKot,22,1,0.282921252,0.000233246,2017,,,,,,,
Alex C. Kot,k/AlexChiChungKot,conf/vcip/0004NCK17,3,462430,139,1,0.34179357,0.001473691,2017,,,,,,,
Hongyuan Zhu,133/4527,journals/corr/ZhuMCL15,2,46/7666,85,2,0.305107734,0.000901178,2015,,,,,,,
Hongyuan Zhu,133/4527,conf/pcm/WangZCW13,2,83/6096,85,10,0.305107734,0.000901178,2013,,,,,,,
Hongyuan Zhu,133/4527,conf/pcm/WangZCW13,2,w/JianxinWu,85,2,0.305107734,0.000901178,2013,,,,,,,
Hongyuan Zhu,133/4527,conf/cvpr/ZhuWL16,2,42/2718,85,13,0.305107734,0.000901178,2016,,,,,,,
Hongyuan Zhu,133/4527,conf/cvpr/ZhuWL16,2,191/4683,85,1,0.305107734,0.000901178,2016,,,,,,,
Yu Zhang 0004,50/671-4,journals/corr/ZhangWWCLND15,1,160/5936,47,2,0.285862816,0.000498298,2015,,,,,,,
Yu Zhang 0004,50/671-4,journals/corr/ZhangWWCLND15,1,77/6697,47,3,0.285862816,0.000498298,2015,,,,,,,
Yu Zhang 0004,50/671-4,journals/corr/ZhangWWCLND15,1,75/5610,47,2,0.285862816,0.000498298,2015,,,,,,,
Yu Zhang 0004,50/671-4,journals/corr/ZhangWWCLND15,1,d/MinhNDo,47,3,0.285862816,0.000498298,2015,,,,,,,
Yu Zhang 0004,50/671-4,conf/cvpr/ZhangWC14,1,w/JianxinWu,47,7,0.285862816,0.000498298,2014,,,,,,,
Yu Zhang 0004,50/671-4,conf/icc/FohZNC07,1,83/6096,47,13,0.285862816,0.000498298,2007,,,,,,,
Yu Zhang 0004,50/671-4,conf/icc/FohZNC07,1,17/6484,47,5,0.285862816,0.000498298,2007,,,,,,,
Yu Zhang 0004,50/671-4,conf/icc/FohZNC07,1,50/1379,47,3,0.285862816,0.000498298,2007,,,,,,,
Jianxin Wu,w/JianxinWu,conf/cvpr/ZhangWC14,2,50/671-4,67,7,0.315635065,0.00071034,2014,,,,,,,
Jianxin Wu,w/JianxinWu,journals/corr/ZhangWWCLND15,2,160/5936,67,2,0.315635065,0.00071034,2015,,,,,,,
Jianxin Wu,w/JianxinWu,journals/corr/ZhangWWCLND15,2,77/6697,67,3,0.315635065,0.00071034,2015,,,,,,,
Jianxin Wu,w/JianxinWu,journals/corr/ZhangWWCLND15,2,75/5610,67,2,0.315635065,0.00071034,2015,,,,,,,
Jianxin Wu,w/JianxinWu,journals/corr/ZhangWWCLND15,2,d/MinhNDo,67,3,0.315635065,0.00071034,2015,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,83/6096,67,11,0.315635065,0.00071034,2012,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,09/3493-1,67,1,0.315635065,0.00071034,2012,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,h/AnthonyTSHo,67,1,0.315635065,0.00071034,2012,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,39/2405,67,1,0.315635065,0.00071034,2012,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,625906,67,1,0.315635065,0.00071034,2012,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,82/1447,67,1,0.315635065,0.00071034,2012,,,,,,,
Jianxin Wu,w/JianxinWu,conf/pcm/2012,2,14/3737,67,1,0.315635065,0.00071034,2012,,,,,,,
Jiangbo Lu,77/6697,journals/corr/ZhangWWCLND15,1,50/671-4,39,3,0.293979625,0.000413482,2015,,,,,,,
Jiangbo Lu,77/6697,journals/corr/ZhangWWCLND15,1,160/5936,39,2,0.293979625,0.000413482,2015,,,,,,,
Jiangbo Lu,77/6697,journals/corr/ZhangWWCLND15,1,w/JianxinWu,39,3,0.293979625,0.000413482,2015,,,,,,,
Jiangbo Lu,77/6697,journals/corr/ZhangWWCLND15,1,75/5610,39,2,0.293979625,0.000413482,2015,,,,,,,
Jiangbo Lu,77/6697,journals/corr/ZhangWWCLND15,1,d/MinhNDo,39,3,0.293979625,0.000413482,2015,,,,,,,
Yu Zhang 0004,50/671-4,journals/tip/0004CWCDL16,1,13/4938-1,47,1,0.285862816,0.000498298,2016,,,,,,,
Li Cheng 0001,13/4938-1,journals/tip/0004CWCDL16,1,50/671-4,12,1,0.295075125,0.000127225,2016,,,,,,,
