author,author-pid,paper,top_venue_count,co-author-pid,total_weight,weight,closeness_centrality,normalized_degree_centrality,year,conference,title,Faculty,Position,Gender,Management,Area
Cuntai Guan,95/7006,conf/embc/ManeCPAVG18,,,,,,,2018,EMBC,Quantitative EEG as Biomarkers for the Monitoring of Post-Stroke Motor Recovery in BCI and tDCS Rehabilitation.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/WaiGFG18,,,,,,,2018,SMC,A Study of SSVEP Responses in Case of Overt and Covert Visual Attention with Different View Angles.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/nca/ArvanehGAWCKJPW17,,,,,,,2017,,Facilitating motor imagery-based brain-computer interface for stroke patients using passive movement.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tbe/LiGZA17,,,,,,,2017,,Discriminative Ocular Artifact Correction for Feature Learning in EEG Analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tetci/GohATMWG17,,,,,,,2017,,Automatic EEG Artifact Removal Techniques by Detecting Influential Independent Components.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tmi/ChangHWHGSBD17,,,,,,,2017,,A New Variational Method for Bias Correction and Its Applications to Rodent Brain Extraction.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tnn/LiGZA17,,,,,,,2017,,A Unified Fisher's Ratio Learning Method for Spatial Filter Optimization.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/YangLGAS17,,,,,,,2017,EMBC,Boosting performance in brain-machine interface by classifier-level fusion based on accumulative training models from multi-day data.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/KohLGAS17,,,,,,,2017,EMBC,Stop state classification in intracortical brain-machine-interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/gbcic/KublerMG17,,,,,,,2017,GBCIC,The P300 BCI: on its Way to End-Users?,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ner/LeeLGS17,,,,,,,2017,NER,Use of wavelet transform coefficients for spike detection for a Robust Intracortical Brain Machine Interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ner/LuHG17,,,,,,,2017,NER,A comparison of DTI pre-processing tools on a dataset of chronic subcortical stroke rehabilitation patients.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ner/SakhaviG17,,,,,,,2017,NER,Convolutional neural network-based transfer learning and knowledge distillation using multi-subject data in motor imagery BCI.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/HandiruVACG17,,,,,,,2017,SMC,Effects of transcranial direct current stimulation on the motor-imagery brain-computer interface for stroke recovery: An EEG source-space study.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/cim/AbbassGT16,,,,,,,2016,,Computational Intelligence for Brain Computer Interface [Guest Editorial].,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/HandiruVG16,,,,,,,2016,EMBC,Multi-direction hand movement classification using EEG-based source space analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/SoLALTG16,,,,,,,2016,EMBC,Adaptive decoding using local field potentials in a brain-machine interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/GohATMGW16,,,,,,,2016,IJCNN,Multiway analysis of EEG artifacts based on Block Term Decomposition.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/mibam/HuangLHSRSGB16,,,,,,,2016,"Medical Imaging: Biomedical Applications in Molecular, Structural, and Functional Imaging",High-resolution in vivo Wistar rodent brain atlas based on T1 weighted image.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/HandiruVG16,,,,,,,2016,SMC,A novel supervised locality sensitive Factor analysis to classify voluntary hand movement in multi direction using EEG source space.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/pieee/AngG15,,,,,,,2015,,Brain-Computer Interface for Neurorehabilitation of Upper Limb After Stroke.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/titb/XuNG15,,,,,,,2015,,Cluster-Based Analysis for Personalized Stress Evaluation Using Physiological Signals.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/IEEEicics/LiGAZ15,,,,,,,2015,ICICS,Spatial filter subspace optimization based on mutual information.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/IEEEicics/ShenoyVG15,,,,,,,2015,ICICS,Shrinkage estimator based regularization for EEG motor imagery classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/IEEEicics/TungGAPWKCNZC15,,,,,,,2015,ICICS,A measurement of motor recovery for motor imagery-based BCI using EEG coherence analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ChewASXG15,,,,,,,2015,EMBC,Combining firing rate and spike-train synchrony features in the decoding of motor cortical activity.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/YangSAG15,,,,,,,2015,EMBC,On the use of convolutional neural networks and augmented CSP features for multi-class motor imagery of EEG signals classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/TamSGY15,,,,,,,2015,EMBC,EC-PC spike detection for high performance brain-computer interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/LuPHHNCG15,,,,,,,2015,EMBC,Combining EPI and motion correction for fMRI human brain images with big motion.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/XieGHL15,,,,,,,2015,EMBC,Frame-based compressive sensing MR image reconstruction with balanced regularization.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,conf/embc/FoongAQGW15,,,,,,,2015,EMBC,An analysis on driver drowsiness based on reaction time and EEG band power.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/FoongAQGW15,,,,,,,2015,EMBC,An analysis on driver drowsiness based on reaction time and EEG band power.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ZhangGCYWWZ15,,,,,,,2015,EMBC,Reduction in time-to-sleep through EEG based brain state detection and audio stimulation.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/eusipco/LiGAWCZLL15,,,,,,,2015,EUSIPCO,An ocular artefacts correction method for discriminative EEG analysis based on logistic regression.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/eusipco/SakhaviGY15,,,,,,,2015,EUSIPCO,Parallel convolutional-linear neural network for motor imagery classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icdsp/ZhuZG15,,,,,,,2015,DSP,On robust extraction of pulse transit time from multimodal pulsatile signals.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icdsp/XieGHL15,,,,,,,2015,DSP,Fast TVL1-L2 MR image reconstruction using variable splitting and accelerated alternating direction method with adaptive restart.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/interspeech/NweXGM15,,,,,,,2015,INTERSPEECH,Stress level detection using double-layer subband filter.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ner/BamdadianGA015,,,,,,,2015,NER,Towards improvement of MI-BCI performance of subjects with BCI deficiency.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ner/XuGSAT15,,,,,,,2015,NER,Motor cortical adaptation induced by closed-loop BCI.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ner/SoXLTAYG15,,,,,,,2015,NER,Neural representations of movement intentions during brain-controlled self-motion.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/HandiruVG15,,,,,,,2015,SMC,Cortical Source Localization for Analysing Single-Trial Motor Imagery EEG.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/nca/ArvanehGAQ14,,,,,,,2014,,Mutual information-based optimization of sparse spatio-spectral filters in brain-computer interface.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/nca/ArvanehGAQ14,,,,,,,2014,,Mutual information-based optimization of sparse spatio-spectral filters in brain-computer interface.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/YangGAPW14,,,,,,,2014,EMBC,Selection of effective EEG channels in brain computer interfaces based on inconsistencies of classifiers.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ChinAWG14,,,,,,,2014,EMBC,Discriminative channel addition and reduction for filter bank common spatial pattern in motor imagery BCI.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/LiGAZO14,,,,,,,2014,EMBC,Spatial filter adaptation based on the divergence framework for motor imagery EEG classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/AngYG14,,,,,,,2014,EMBC,Single-trial classification of NIRS data from prefrontal cortex during working memory tasks.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/YuAYG14,,,,,,,2014,EMBC,Cortical activation of passive hand movement using Haptic Knob: A preliminary multi-channel fNIRS study.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ZhangGCYNZK14,,,,,,,2014,EMBC,Automatic sleep onset detection using single EEG sensor.,Guan Cuntai,Professor,M,N,AI/ML
Chee Keong Kwoh 0001,32/228,conf/embc/ZhangGCYNZK14,,,,,,,2014,EMBC,Automatic sleep onset detection using single EEG sensor.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Cuntai Guan,95/7006,conf/embc/ZhangZJG14,,,,,,,2014,EMBC,Detection of variations in cognitive workload using multi-modality physiological sensors and a large margin unbiased regression machine.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/XuSTAG14,,,,,,,2014,EMBC,On the asynchronously continuous control of mobile robot movement by motor cortical spiking activity.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ZhuFJJGZJB14,,,,,,,2014,EMBC,Heart rate estimation from FBG sensors using cepstrum analysis and sensor fusion.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icarcv/RobinsonVG14,,,,,,,2014,ICARCV,Spatio-temporal variations in hand movement trajectory based brain activation patterns.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/LiGAZO14,,,,,,,2014,IJCNN,Spatial filter adaptation based on geodesic-distance for motor EEG classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/issnip/BiswasZZJCG14,,,,,,,2014,ISSNIP,Information processing of optical sensor data in ambient applications.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/WonZGL14,,,,,,,2014,SMC,A BCI speller based on SSVEP using high frequency stimuli design.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/ThomasVG14,,,,,,,2014,SMC,Evaluation of EEG features during overt visual attention during neurofeedback game.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/YangGAPW14,,,,,,,2014,SMC,Quality assessment of EEG signals based on statistics of signal fluctuations.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/isci/TungQG13,,,,,,,2013,,eT2FIS: An Evolving Type-2 Neural Fuzzy Inference System.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/isci/TungQG13,,,,,,,2013,,eT2FIS: An Evolving Type-2 Neural Fuzzy Inference System.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/jcse/AngG13,,,,,,,2013,,Brain-Computer Interface in Stroke Rehabilitation.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/neco/ArvanehGAQ13,,,,,,,2013,,EEG Data Space Adaptation to Reduce Intersession Nonstationarity in Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/neco/ArvanehGAQ13,,,,,,,2013,,EEG Data Space Adaptation to Reduce Intersession Nonstationarity in Brain-Computer Interface.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/neco/LiZGOAP13,,,,,,,2013,,Discriminative Learning of Propagation and Spatial Pattern for Motor Imagery EEG Analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tbe/LuPMEGC13,,,,,,,2013,,Quantifying Limb Movements in Epileptic Seizures Through Color-Based Video Analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tbe/RobinsonVATG13,,,,,,,2013,,EEG-Based Classification of Fast and Slow Hand Movements Using Wavelet-CSP Algorithm.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tnn/ArvanehGAQ13,,,,,,,2013,,Optimizing Spatial Filters by Minimizing Within-Class Dissimilarities in Electroencephalogram-Based Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/tnn/ArvanehGAQ13,,,,,,,2013,,Optimizing Spatial Filters by Minimizing Within-Class Dissimilarities in Electroencephalogram-Based Brain-Computer Interface.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tnn/ZhangYG13,,,,,,,2013,,Bayesian Learning for Spatial Filtering in an EEG-Based Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ccmb/XuAGH13,,,,,,,2013,CCMB,Neural representation and identification of reaching targets by spike trains in motor cortex.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ccmb/ChinAWG13,,,,,,,2013,CCMB,Navigation in a virtual environment using multiclass motor imagery Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/cirat/ZhouAWPG13,,,,,,,2013,CIRAT,A novel hand strength assessment method integrated into haptic knob for stroke rehabilitation.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/TungGAPWZTC13,,,,,,,2013,EMBC,Motor imagery BCI for upper limb stroke rehabilitation: An evaluation of the EEG recordings using coherence analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/YangGAWPYZ13,,,,,,,2013,EMBC,Feature consistency-based model adaptation in session-to-session classification: A study using motor imagery of swallow EEG signals.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ThomasVG13,,,,,,,2013,EMBC,Design of an online EEG based neurofeedback game for enhancing attention and memory.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/BamdadianGAX13,,,,,,,2013,EMBC,Improving session-to-session transfer performance of motor imagery-based BCI using adaptive extreme learning machine.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/NgATG13,,,,,,,2013,EMBC,Optimizing low-frequency common spatial pattern features for multi-class classification of hand movement directions.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/TanHG13,,,,,,,2013,EMBC,Estimation of glance from EEG for cursor control.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/AngGCPWCZTJK13,,,,,,,2013,EMBC,A clinical study of motor imagery BCI performance in stroke by including calibration data from passive movement.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/XuAG13,,,,,,,2013,ICASSP,Neural decoding of movement targets by unsorted spike trains.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/LiZGOPA13,,,,,,,2013,ICASSP,Joint spatial-temporal filter design for analysis of motor imagery EEG.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/YangGWA13,,,,,,,2013,ICASSP,Maximum dependency and minimum redundancy-based channel selection for motor imagery of walking EEG signal detection.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/LiyanageGZAXL13,,,,,,,2013,ICASSP,Error entropy based adaptive kernel classification for non-stationary EEG analysis.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/smc/RobinsonVG13,,,,,,,2013,SMC,Hand Movement Trajectory Reconstruction from EEG for Brain-Computer Interface Systems.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/eswa/TungQG12,,,,,,,2012,,SoHyFIS-Yager: A self-organizing Yager based Hybrid neural Fuzzy Inference System.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/eswa/TungQG12,,,,,,,2012,,SoHyFIS-Yager: A self-organizing Yager based Hybrid neural Fuzzy Inference System.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/pr/AngCZG12,,,,,,,2012,,Mutual information-based selection of optimal spatial-temporal patterns for single-trial EEG-based BCIs.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/HerffPHGS12,,,,,,,2012,EMBC,Speaking mode recognition from functional Near Infrared Spectroscopy.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/BamdadianGAX12,,,,,,,2012,EMBC,Online semi-supervised learning with KL distance weighting for Motor Imagery-based BCI.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/FengZGHKPA12,,,,,,,2012,EMBC,Utilization of temporal information for intracranial pressure development trend forecasting in traumatic brain injury.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ArvanehGAQ12,,,,,,,2012,EMBC,Omitting the intra-session calibration in EEG-based brain computer interface used for stroke rehabilitation.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,conf/embc/ArvanehGAQ12,,,,,,,2012,EMBC,Omitting the intra-session calibration in EEG-based brain computer interface used for stroke rehabilitation.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/AngGPWTCC12,,,,,,,2012,EMBC,Transcranial direct current stimulation and EEG-based motor imagery BCI for upper limb stroke rehabilitation.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/NgG12,,,,,,,2012,EMBC,Impact of obstructive sleep apnea on sleep-wake stage ratio.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/YuPAGL12,,,,,,,2012,EMBC,Prefrontal cortical activation during arithmetic processing differentiated by cultures: A preliminary fNIRS study.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/YangGAPZ12,,,,,,,2012,ICASSP,Cluster impurity and forward-backward error maximization-based active learning for EEG signals classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/HuangZAGPWY12,,,,,,,2012,ICASSP,Fast emotion detection from EEG using asymmetric spatial filtering.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/AngYG12,,,,,,,2012,ICASSP,Extracting effective features from high density nirs-based BCI for assessing numerical cognition.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/ArvanehGAQ12,,,,,,,2012,ICASSP,Multi-frequency band common spatial pattern with sparse optimization in Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,conf/icassp/ArvanehGAQ12,,,,,,,2012,ICASSP,Multi-frequency band common spatial pattern with sparse optimization in Brain-Computer Interface.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/iconip/HerffHPGS12,,,,,,,2012,ICONIP (2),Cross-Subject Classification of Speaking Modes Using fNIRS.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icpr/ZhangFLZG12,,,,,,,2012,ICPR,Online ICP forecast for patients with traumatic brain injury.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icpr/FengLSPZG12,,,,,,,2012,ICPR,Artifact correction with robust statistics for non-stationary intracranial pressure signal monitoring.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icpr/YangGAZW12,,,,,,,2012,ICPR,Iterative clustering and support vectors-based high-confidence query selection for motor imagery EEG signals classification.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/AngYG12,,,,,,,2012,IJCNN,Extracting and selecting discriminative features from high density NIRS-based BCI for numerical cognition.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/ArvanehGAQ12,,,,,,,2012,IJCNN,Robust EEG channel selection across sessions in brain-computer interface involving stroke patients.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,conf/ijcnn/ArvanehGAQ12,,,,,,,2012,IJCNN,Robust EEG channel selection across sessions in brain-computer interface involving stroke patients.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/HuangGAZP12,,,,,,,2012,IJCNN,Asymmetric Spatial Pattern for EEG-based emotion detection.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/LiyanageGZAXL12,,,,,,,2012,IJCNN,Dynamically Weighted Classification with Clustering to tackle non-stationarity in Brain computer Interfacing.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/PanGAPYHL12,,,,,,,2012,IJCNN,Seizure detection based on spatiotemporal correlation and frequency regularity of scalp EEG.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/RobinsonVGAT12,,,,,,,2012,IJCNN,A modified Wavelet-Common Spatial Pattern method for decoding hand movement directions in brain computer interfaces.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,conf/ijcnn/TungQG12,,,,,,,2012,IJCNN,Traffic modeling and identification using a Self-adaptive Fuzzy Inference Network.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/TungQG12,,,,,,,2012,IJCNN,Traffic modeling and identification using a Self-adaptive Fuzzy Inference Network.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/YangGAWPY12,,,,,,,2012,IJCNN,Dynamic initiation and dual-tree complex wavelet feature-based classification of motor imagery of swallow EEG signals.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/siggrapha/2012et,,,,,,,2012,SIGGRAPH Asia Emerging Technologies,"SIGGRAPH Asia 2012 Emerging Technologies, Singapore, November 28 - December 1, 2012",Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/pr/ZhangGL11,,,,,,,2011,,A linear discriminant analysis method based on mutual information maximization.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tbe/LotteG11,,,,,,,2011,,Regularizing Common Spatial Patterns to Improve BCI Designs: Unified Theory and New Algorithms.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tbe/ArvanehGAQ11,,,,,,,2011,,Optimizing the Channel Selection and Classification Accuracy in EEG-Based BCI.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/tbe/ArvanehGAQ11,,,,,,,2011,,Optimizing the Channel Selection and Classification Accuracy in EEG-Based BCI.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tnn/ZhangCAGW11,,,,,,,2011,,Optimum Spatio-Spectral Filtering Network for Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,journals/tnn/TungQG11,,,,,,,2011,,SaFIN: A Self-Adaptive Fuzzy Inference Network.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,journals/tnn/TungQG11,,,,,,,2011,,SaFIN: A Self-Adaptive Fuzzy Inference Network.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/IEEEicics/RobinsonVGAT11,,,,,,,2011,ICICS,A Wavelet-CSP method to classify hand movement directions in EEG based BCI system.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ccmb/AngCZG11,,,,,,,2011,CCMB,Composite Filter Bank Common Spatial Pattern for motor imagery-based Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/FengLZG11,,,,,,,2011,EMBC,Artifact removal for intracranial pressure monitoring signals: A robust solution with signal decomposition.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/AngGWPTC11,,,,,,,2011,EMBC,Calibrating EEG-based motor imagery brain-computer interface from passive movement.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/FengZZGLVGCKAG11,,,,,,,2011,EMBC,iSyNCC: An intelligent system for patient monitoring & clinical decision support in Neuro-Critical-Care.,Guan Cuntai,Professor,M,N,AI/ML
Sinno Jialin Pan,80/5412,conf/embc/ZhangFPLGZCGKA11,,,,,,,2011,EMBC,Artificial neural network based intracranial pressure mean forecast algorithm for medical decision support.,Pan Sinno Jialin,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/embc/ZhangFPLGZCGKA11,,,,,,,2011,EMBC,Artificial neural network based intracranial pressure mean forecast algorithm for medical decision support.,Guan Cuntai,Professor,M,N,AI/ML
Chai Quek,q/HiokChaiQuek,conf/fuzzIEEE/TungQG11,,,,,,,2011,FUZZ-IEEE,FAPOP: Feature analysis enhanced pseudo outer-product fuzzy rule identification system.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/fuzzIEEE/TungQG11,,,,,,,2011,FUZZ-IEEE,FAPOP: Feature analysis enhanced pseudo outer-product fuzzy rule identification system.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icassp/ArvanehGAQ11,,,,,,,2011,ICASSP,Spatially sparsed Common Spatial Pattern to improve BCI performance.,Guan Cuntai,Professor,M,N,AI/ML
Hiok Chai Quek,q/HiokChaiQuek,conf/icassp/ArvanehGAQ11,,,,,,,2011,ICASSP,Spatially sparsed Common Spatial Pattern to improve BCI performance.,Quek Hiok Chai,Associate Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/icca/BamdadianGAX11,,,,,,,2011,ICCA,Real coded GA-based SVM for motor imagery classification in a Brain-Computer Interface.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/AngCZG11,,,,,,,2011,IJCNN,Filter Bank Common Spatial Pattern (FBCSP) algorithm using online adaptive and semi-supervised learning.,Guan Cuntai,Professor,M,N,AI/ML
Cuntai Guan,95/7006,conf/ijcnn/ChinAGWZ11,,,,,,,2011,IJCNN,Filter Bank Feature Combination (FBFC) approach for brain-computer interface.,Guan Cuntai,Professor,M,N,AI/ML
